name,expansion,players,play_time,age,designers,publishers,hall,booth,priority,preorder,prepaid,price,notes
"Mein Knopf, ein Universum: Das Spiel",0,2-4,"10-15 min",3,"Kristin Dittmann",HABA,8,8A300,Need,0,0,14,
"Melochs Duell",0,1-2,"45 min",14,"Jamey Stegmaier","Feuerland Spiele",3,3Q300,Need,0,0,,
Melodies,0,2-5,"30 min",10,"Thomas Dagenais-Lespérance","Next Move Games",7,7C111,Need,0,0,22,
"Memory Island",0,2-4,"5-10 min",6,"Gary Kim","BoardM Factory",4,4E425,Need,0,0,15,
"Meow Heist",0,3-6,"15 min",6,Ibuink,Nekuma,5,5K415,Need,0,0,16,
"Mercenaries Wanted",0,1-6,"30-60 min",14,"Dennis Vögele","Cephalofair Games",3,3R200,Need,0,0,25,
"Metal Slug: The Boardgame",0,1-4,"60-80 min",14,"Joel Torres","Synergic Games",4,4E225,Need,0,0,,
Microlonies,0,1-4,"45-120 min",14,"Sébastien Castano, Franz Couderc","Fentasy Games",4,4G600,Need,0,0,65,
"MicroMacro: Kids ? Das wilde Wochenende",0,1-4,"15-45 min",6,"Johannes Sich","Edition Spielwiese",6,6A300,Need,0,0,,
"Midnight Mail",0,1-4,"40-60 min",10,"Cristian Bustos","Fractal Juegos",4,4J300,Need,0,0,30,
"Mime Master",0,3-20,"20 min",8,"Hervé Bécue, Célestia Maquet",HUCH!,,,Need,0,0,15,
Min3crash,0,2-6,"30-45 min",8,"Sporty Andy, Valle Pacheco, Roberto Prieto","Gen-X Games (GenX)",3,3C120,Need,0,0,20,
"Mindbug: Add-On Pack 2024-2025",1,2,,8,"Skaff Elias, Richard Garfield, Marvin Hegen, Christian Kudahl","Nerdlab Games",5,5B700,Need,0,0,,
"Mindbug: Dinopunk Fire",0,2,"15-25 min",8,"Skaff Elias, Richard Garfield, Marvin Hegen, Christian Kudahl","Nerdlab Games",5,5B700,Need,0,0,,
"Mindbug: Dinopunk Ice",0,2,"15-25 min",8,"Skaff Elias, Richard Garfield, Marvin Hegen, Christian Kudahl","Nerdlab Games",5,5B700,Need,0,0,,
"Minecraft Digging Down",0,2-4,"30 min",9,"Jens Merkl","Ravensburger AG",7,7D311,Need,0,0,15,
"Mini Mountain Goats",0,2-4,"20 min",8,"Stefan Risthaus","OSTIA Spiele",4,4J500,Need,0,0,10,
"Mini Rogue: The Council",0,1-3,"40-60 min",12,"Paolo Di Stefano, Gabriel Gendron","Nuts! Publishing",3,3K415,Need,0,0,22,
"Minigolf Designer",0,1-5,"60-90 min",10,"Alban Nanty","Thematic Games",4,4E415,Need,0,0,55,
"Minikin City",0,2-5,"30 min",10,"Simone Luciani, Matthieu Verdier","Pegasus Spiele",3,3M120,Need,0,0,,
"Minikin City",0,2-5,"30 min",10,"Simone Luciani, Matthieu Verdier","Pegasus Spiele",3,3M120,Need,0,0,25,
"Mischievous Monsters",0,2-6,"15 min",6,,"Arclight Games",5,5M400,Need,0,0,15,
"Mischwald: Smoky Mountains",0,2-5,"60 min",10,Kosch,"Lookout Games",,,Need,0,0,,
"Misfit Heroes",0,2-4,"30-45 min",10,"Phil Walker-Harding","Alderac Entertainment Group",3,3B200,Need,0,0,30,
"Mission Amazonia",0,2-4,"40-60 min",10,"Markus Lehmann","Humming Games",8,8D315,Need,0,0,49,
"Mission Zelle",0,2-4,"20-35 min",14,"Daniel Hitzing, Erik Robert","Didact Games",5,5G115,Need,0,0,30,
"Mole King",0,2-4,"15-25 min",6,"Tae-hoon Kim, Sang-don Lee, Min-keun Park",Playte,6,6D405,Need,0,0,14,
"Mole Racing",0,2-6,"20 min",8,"Tomas Falemo, Jenny Holf","Gameplay Publishing ApS",6,6F115,Need,0,0,30,
Molecools,0,2-5,"15 min",8,"Michiel de Wit",HABA,8,8A300,Need,0,0,8,
"Molly House",0,1-5,"60-120 min",14,"Jo Kelly, Cole Wehrle",Spielworxx,3,3B300,Need,0,0,60,
"Monster Max",0,2-4,"15 min",5,"Patrice le Quérré",HABA,8,8A300,Need,0,0,11,
"Monster Trick",0,2-5,"40 min",10,"Ralf zur Linde","Grok Games",4,4F510,Need,0,0,,
"Monsters of Egypt",0,1-6,"30-45 min",7,"Evgeny Kolodin","Hobby World",6,6H110,Need,0,0,25,
MOOGH,0,1-4,"30-45 min",14,"Niklas Hook","Nuts! Publishing",3,3K415,Need,0,0,32,
"Moon Colony Bloodbath",0,1-5,"45-90 min",14,"Donald X. Vaccarino","Ravensburger AG",7,7D311,Need,0,0,50,
"Moonlight: Im Land der W�lfe",0,2,"15-30 min",10,"Alexandre Aguilar, Thomas Favrelière","Board Game Circus",2,2C130,Need,0,0,15,
"More Containers",1,3-5,,12,"Kevin Nesbitt",Allplay,8,8D200,Need,0,0,19,
"Mountain Goats: Legacy",0,2-5,"20-45 min",7,"Alex Cutler, Michael Mihealsick, Stefan Risthaus","OSTIA Spiele",4,4J500,Need,0,0,40,
"Mountain Goats: Saga",0,2-5,"20-45 min",7,"Alex Cutler, Michael Mihealsick, Stefan Risthaus","OSTIA Spiele",4,4J500,Need,0,0,40,
Moustache,0,3-6,"20 min",10,"Alexandre Aguilar, Jules Messaud",KOSMOS,7,7E400,Need,0,0,17,
Moustache,0,3-6,"20 min",10,"Alexandre Aguilar, Jules Messaud",KOSMOS,7,7E400,Need,0,0,16,
"Moustache: Cam�l�ons",1,3-6,"20 min",8,"Alexandre Aguilar, Jules Messaud","KODAMA. The Playful Spirit",6,6G400,Need,0,0,7,
Moytura,0,1-2,"45 min",12,"Trevor Benjamin, David Thompson (I)","Bitewing Games",4,4H400,Need,0,0,35,
"Multi-Story Mansion",0,2-4,"20 min",14,"Anuc Kim, Reader on Jupiter",Playte,6,6D405,Need,0,0,13,
"Munchkin Warhammer 40,000: Super Mega Set",0,3-6,"60-90 min",12,"Andrew Hackard","Pegasus Spiele",3,3M120,Need,0,0,50,
"Munchkin: Vox Machina",0,3-6,"60-120 min",10,,"Pegasus Spiele",3,3M120,Need,0,0,18,
"Mutter Natur",0,3-6,"15 min",8,"Julien Prothière",HUCH!,,,Need,0,0,12,
"My Scouter",0,2-5,"15 min",4,"Rafael Prado",Ludicatessen,2,2C500,Need,0,0,19,
"My Very First Games: Cloud Kitchen",0,1-4,"10 min",2,"Markus Nikisch",HABA,8,8A300,Need,0,0,20,
"My Very First Games: Dino Kitchen",0,1-4,"10 min",2,"Markus Nikisch",HABA,8,8A300,Need,0,0,20,
"My Very First Games: Lenny's Tractor",0,2-4,"10 min",2,"Antje Gleichmann",HABA,8,8A300,Need,0,0,14,
"My Very First Games: Toolbox Time",0,1-4,"5-10 min",2,"Kristin Dittmann",HABA,8,8A300,Need,0,0,20,
"Mykerinos: Special Edition",0,2-4,"45 min",14,"Nicolas Oury","Looping Games",3,3D511,Need,0,0,35,
Mythologies,0,2-4,"20-40 min",10,"Maxime Babad, Mickaël ""Froh"" Garcin","Super Meeple",6,6F301,Need,0,0,,
Mythologies,0,2-4,"20-40 min",10,"Maxime Babad, Mickaël ""Froh"" Garcin","Super Meeple",6,6F301,Need,0,0,35,
"Mythwind: Hirte",1,1-4,"30-60 min",13,"Nikki Valens","Board Game Circus",2,2C130,Need,0,0,,
"Mythwind: Kr�uterkundlerin",1,1-4,"30-60 min",13,"Daryl Andrews, Jenna Rose Beasley","Board Game Circus",2,2C130,Need,0,0,,
Nakasendo,0,2-4,"30-45 min",10,"Jorge Tabanera Redondo","Little Rocket Games",2,2D511,Need,0,0,30,
Nascard,0,1-6,"30-45 min",8,"Guillem Coll, Ferran Renalias",Devir,3,3D600,Need,0,0,,
"Natera: New Beginning",0,1-4,"60-120 min",14,"Eric Fugere, Hugo Tremblay-Ledoux","Skellig Games",3,3C300,Need,0,0,55,
"Nature: Amazon Rainforest",1,1-4,"60 min",10,"Dominic Crapuchettes",HABA,8,8A300,Need,0,0,16,
"Nature: Arctic Tundra",1,1-4,"60 min",10,"Dominic Crapuchettes",HABA,8,8A300,Need,0,0,14,
"Nature: Climate",1,1-4,"60 min",10,"Dominic Crapuchettes",HABA,8,8A300,Need,0,0,20,
"Nature: Natural Disasters",1,1-4,"60 min",10,"Dominic Crapuchettes",HABA,8,8A300,Need,0,0,14,
"Nature: Promo Box",1,1-4,"30 min",10,"Dominic Crapuchettes",HABA,8,8A300,Need,0,0,8,
"Near: Echoes of Civilizations",0,2-4,"60-120 min",14,"Matthieu Podevin","La Boîte de Jeu",6,6K400,Need,0,0,55,
"Nebular Colors",0,2,"25-30 min",8,"Marceline Leiman",Playte,6,6D405,Need,0,0,13,
"Nein! Doch! Ohh!",0,2-5,"20 min",8,"Christoph Cantzler","Zoch Verlag",,,Need,0,0,16,
"Nenuphar Jazz",0,2-4,"15-20 min",8,"Rafael Prado",Ludicatessen,2,2C500,Need,0,0,22,
"Neon Hope",0,1-4,"90-120 min",14,"Francesco Grothe, Dominik Schönleben","Hopeful Games",4,4G200,Need,0,0,99,
"Neon Hope",0,1-4,"90-120 min",14,"Francesco Grothe, Dominik Schönleben","Hopeful Games",4,4G200,Need,0,0,99,
"Neon Hope: A Hopeful Cause ? Character Expansion",1,1-4,"90-120 min",14,"Francesco Grothe, Richi Anna Haarhoff, Dominik Schönleben","Hopeful Games",4,4G200,Need,0,0,49,
"Neon Hope: Alternative Characters",1,1-4,"90-120 min",14,"Francesco Grothe, Dominik Schönleben","Hopeful Games",4,4G200,Need,0,0,19,
"Neon Hope: Alternative Charaktere",1,1-4,"90-120 min",14,"Francesco Grothe, Dominik Schönleben","Hopeful Games",4,4G200,Need,0,0,19,
"Neon Hope: Auf hoffnungsvoller Mission ? Charakter-Erweiterung",1,1-4,"90-120 min",14,"Francesco Grothe, Richi Anna Haarhoff, Dominik Schönleben","Hopeful Games",4,4G200,Need,0,0,49,
"Neon Hope: Without a Trace ? RPG Crossover Episode",1,1-4,"90-120 min",14,"Francesco Grothe","Hopeful Games",4,4G200,Need,0,0,25,
"Neuroshima Hex: Purifiers",1,2-4,"30 min",8,"Gavin Garcia","Portal Games",3,3J120,Need,0,0,,
"Next Station: Berlin",0,1-4,"25 min",8,"Matthew Dunstan","Pegasus Spiele",3,3M120,Need,0,0,20,
"Night at the Zoo",0,1-4,"30 min",10,"Tomáš Holek",Albi,4,4D400,Need,0,0,35,
"Night at the Zoo: Latecomers",1,1-4,"30 min",10,"Tomáš Holek",Albi,4,4D400,Need,0,0,20,
"Night at the Zoo: Unicorn",1,1-4,"30 min",10,"Tomáš Holek",Albi,4,4D400,Need,0,0,4,
"Night Parade",0,2-6,"10-20 min",6,Ibuink,"Arclight Games",5,5M400,Need,0,0,15,
N�jar,0,1-4,"60-120 min",14,"David Bernal","Perro Loko Games",3,3U115,Need,0,0,35,
"Nine Tails",0,2-5,"30-45 min",14,"Rick Fuqua","Amuri Studio",,,Need,0,0,20,
"Nippon: Zaibatsu",0,1-4,"60-120 min",12,"Nuno Bizarro Sentieiro, Paulo Soledade","CrowD Games",3,3P200,Need,0,0,95,
"Nix Da!",0,3-8,"15-30 min",8,"Ralf zur Linde","Game Factory",6,6B110,Need,0,0,7,
"No Risk, No Tower!",0,2,"15-20 min",8,"Jochen Knittel","Never Enough Board Games",3,3C300,Need,0,0,13,
"No Shelf Control",0,2-5,"20 min",8,"Katrin Abfalter, Sophia Wagner",ArsEdition,6,6A200,Need,0,0,16,
"NOAH: Not Officially Authorized Heroes",0,1-4,"60-90 min",14,"Elam Agam","Moou Games",2,2B525,Need,0,0,42,
"Noch'n Wurm bitte!",0,2-6,"10-20 min",4,"Mary Jo Reutter","Pegasus Spiele",3,3M120,Need,0,0,20,
"Nokosu Dice",0,3-5,"45-60 min",10,"Yusuke Matsumoto","Pegasus Spiele",3,3M120,Need,0,0,23,
"North American Railways",0,3-5,"45-90 min",12,"Peer Sylvester",Playte,6,6D405,Need,0,0,22,
Northgreen,0,1-4,"60-120 min",12,"Thorsten Hanson, Andreas Odendahl","The Game Builders",4,4J500,Need,0,0,69,
"Not Alone: Remastered Edition",0,2-7,"30-75 min",10,"Ghislain Masson","Geek Attitude Games",2,2E610,Need,0,0,30,
Nuancen,0,3-10,"30 min",8,"Scott Brady",Piatnik,6,6G200,Need,0,0,29,
"Nukleum: Gibraltar",1,1-4,"90-120 min",14,"Dávid Turczi","Giant Roc",2,2E440,Need,0,0,36,
Numberwang�,0,4,"45-60 min",12,"Cardner Babakitis","Odd Candy",4,4F510,Need,0,0,26,
Observatory,0,1-5,"30-45 min",10,"Chris A. Williams","25th Century Games",6,6B201,Need,0,0,30,
Octobuns,0,2-4,"30 min",8,"Mirthe De Clerck","Jolly Dutch Productions",6,6F110,Need,0,0,14,
Od�on,0,2-4,"40-60 min",10,"Sébastien Datiche, Cyrille Sellier","Open Your Eyes Games",6,6D401,Need,0,0,35,
Odysseus,0,1-5,"25 min",8,"Johannes Goupy, Matthieu Verdier",Gigamic,6,6K300,Need,0,0,25,
"Of Mice and Mazes",0,2-3,"50-70 min",8,"Simon Beal","Hobby World",6,6H110,Need,0,0,20,
"Oil Rock",0,2-4,"90 min",13,"Marco Piola Caselli","Cranio Creations",3,3T400,Need,0,0,,
"Omelette Express",0,2-5,"15-25 min",8,"Agustín Atencio Andrioli","Fractal Juegos",4,4J300,Need,0,0,25,
"On Point",0,2-12,"20-30 min",10,"Paolo Bianchi (II)","Little Rocket Games",2,2D511,Need,0,0,20,
"One Card Dungeon Adventure Pack: Hell's Door",1,1,"15-60 min",10,"Giampaolo Razzino, Barny Skinner","Corax Games",2,2E440,Need,0,0,10,
"One Card Dungeon:  H�llenpforte ? Abenteuerpaket",1,1,"15-60 min",10,"Giampaolo Razzino, Barny Skinner","Corax Games",2,2E440,Need,0,0,,
"Onitama: Big Box",0,2,"15-20 min",10,"Shimpei Sato","Pegasus Spiele",3,3M120,Need,0,0,40,
Onsen,0,2-4,"30 min",12,"Wei Chang, Phar Lo","Wonderful World Board Games",5,5H400,Need,0,0,,
"Onward: Twisted",1,1-2,"45-90 min",14,"Giacomo Neri","Skytear Games",3,3P111,Need,0,0,30,
"Opera Magna",0,2-4,"45-60 min",12,"Tommaso Battista, Stefano Castelli","Ludus Magnus Studio",3,3B225,Need,0,0,,
"Oracle: Predict Your Tricks!",0,2-6,"20-30 min",14,"Marni Abramowitz","Indie Boards & Cards",3,3T300,Need,0,0,15,
Oracles,0,2-5,"30-60 min",12,"Jeff Grisenthwaite","Strohmann Games",,"3 T-600",Need,0,0,28,
"Orapa Space",0,2-5,"20-25 min",8,"Junghee Choi, Wanjin Gill","Nice Game Publishing",6,6D320,Need,0,0,22,
"Orbit Master",0,3-6,"60-90 min",10,"Jason Gamber","Zilverspar Games",,,Need,0,0,22,
Orbita,0,2,"15 min",8,Geonil,HABA,8,8A300,Need,0,0,11,
"Orcs up!",0,2-6,"30 min",6,"Luca Bellini (II), Sara Valentino","Cranio Creations",3,3T400,Need,0,0,,
"Orkney: die schottischen Inseln",0,2-5,"60 min",8,"Mark Sienholz",ArsEdition,6,6A200,Need,0,0,40,
"Oshaka Trick",0,3-4,"20-25 min",8,"笠置啓太 (Keita Kasagi)",Explor8,4,4D515,Need,0,0,,
"Out of Words: Music & Movies",0,2-10,"20-30 min",10,"Scott Brady, Michael Davis (I)","Queen Games",3,3K400,Need,0,0,,
Outremer,0,2-4,"120-180 min",12,"Michail Alexandrov, Olga Ilchenko, Stanislav Krasnov","Hobby World",6,6H110,Need,0,0,70,
"Ozob: A Cyberpunk Board Game",0,1-4,"90-120 min",14,"Jordy Adan, Renato Simões","Iron Studios",5,5G700,Need,0,0,130,
"P.I. (Second Edition)",0,2-5,"45-60 min",8,"Martin Wallace","BoardM Factory",4,4E425,Need,0,0,35,
"PAC-MAN Craze Maze",0,2-5,"15-25 min",7,"Yannick Beaulé, Arnaud Perez","No Loading Games",4,4K400,Need,0,0,15,
"PAC-MAN Craze Maze",0,2-5,"15-25 min",7,"Yannick Beaulé, Arnaud Perez","No Loading Games",4,4K400,Need,0,0,12,
Pactopolis,0,3-4,"180-240 min",14,"Rajiv V. Basaiawmoit, PhD, MBA, Chavi C-Y Fletcher Chen, Taru Deva, PhD",(Self-Published),,,Need,0,0,,
"Padventure: Paddy Discovers the Forest",0,2-4,"10-20 min",6,"Günter Burkhardt",Ludolux,,,Need,0,0,12,
"Palace Quest",0,1-6,"60 min",8,"Dirk Henn, Emanuele Ornella","Queen Games",3,3K400,Need,0,0,,
P�linka,0,2-4,"60-90 min",10,"Hegedűs Csaba",A-Games,2,2B345,Need,0,0,25,
"Panda Flip",0,2-5,"15 min",8,"Michael Diechtierow, Carsten Rohlfs",Helvetiq,8,8D300,Need,0,0,9,
"Panda Gang",0,2-6,"10 min",5,"Przemek Wojtkowiak",HUCH!,,,Need,0,0,13,
"Panda Spin",0,2-5,"25-40 min",14,"Carl Chudyk",MM-Spiele,6,6B300,Need,0,0,20,
Pandaii!,0,2-4,"20-35 min",8,"Jan Roth (II)","Baroque Games",4,4D500,Need,0,0,,
"Pandora Celeste: Pirates & Salvage",1,1-9,"45-120 min",14,"Mike Ibeji","Guntower Games",2,2E311,Need,0,0,40,
"Panic Stations! The Pandora Celeste Card Game",0,1-4,"30-60 min",14,"Mike Ibeji","Guntower Games",2,2E311,Need,0,0,20,
Panopticon,0,2-5,"90-120 min",14,"Christian Costanzo, Emanuele Gemme, Carlo Alberto Iocco","Pick 'N' Roll Games Lab",3,3C110,Need,0,0,,
Panorama,0,2-4,"15-20 min",8,"Melody Leblond, Jules Messaud",KOSMOS,7,7E400,Need,0,0,19,
"Paper Tales Ultimate",0,1-7,"30 min",12,"Masato Uesugi","Frosted Games",3,3G300,Need,0,0,55,
Paragliders,0,1-4,"25-100 min",10,"Alban Nanty","Thematic Games",4,4E415,Need,0,0,45,
Pasteles,0,1,"30 min",10,"Scott Almes","Salt & Pepper Games",3,3A400,Need,0,0,35,
"Pax Viking",0,1-6,"60-90 min",12,"Jon Manker","Corax Games",2,2E440,Need,0,0,,
Peek-a-saurs,0,2-5,"10-15 min",3,"Thilo Hutzler","Red Cat Games",6,6H110,Need,0,0,18,
"Pensterdam for 2",0,1-2,"10 min",14,"Junghee Choi",Playte,6,6D405,Need,0,0,16,
"Pentorini for 2",0,1-2,"10 min",14,"Junghee Choi",Playte,6,6D405,Need,0,0,16,
"Pentoscow for 2",0,1-2,"10 min",14,"Junghee Choi",Playte,6,6D405,Need,0,0,16,
"Personal Demons",0,1-4,"30-60 min",12,"Judson Cowan","Board Game Circus",2,2C130,Need,0,0,,
"Personal Demons",0,1-4,"30-60 min",12,"Judson Cowan","Board Game Circus",2,2C130,Need,0,0,,
Pest,0,1-5,"60-150 min",13,"Thomas Nielsen, Kai Starck","Archona Games",3,3U215,Need,0,0,89,
"Pest: Guilds of Thokaia",1,2-5,"45-150 min",14,"Milan Tasevski","Archona Games",3,3U215,Need,0,0,,
"Pet's Run",0,2-6,"15-30 min",6,"Santiago Zanon","Cayro, The Games",2,2D630,Need,0,0,15,
"Pets on Mars",0,2-4,"20 min",6,"Carlo A. Rossi",HABA,8,8A300,Need,0,0,24,
Photosaphari,0,2-5,"15-20 min",7,"Perepau Llistosella","Kokorïn Games",4,4G110,Need,0,0,15,
Picante,0,3-8,"30-60 min",10,"Klaus Palesch","Grail Games",,,Need,0,0,,
Pietenpolonaise,0,2-5,"10-15 min",5,"Dick Poelen, Michiel de Wit",Gam'inBIZ,2,2C115,Need,0,0,10,
"Pilgrims: Seltsame Abenteuer",0,1-4,"45 min",10,"Radim Jurda","Pink Troubadour",4,4G515,Need,0,0,35,
"Pioneers of Pagonia: The Board Game",0,1-4,"90-180 min",14,"Michael Keller (II), Markus Lehmann","Humming Games",8,8D315,Need,0,0,,
Pipoca,0,1-2,"5-10 min",14,"Arthur Lacerda","Grok Games",4,4F510,Need,0,0,,
"Pirate King: Reichtum, Macht und Ruhm",0,2-5,"15 min",9,"Frankie Bu",funbot,2,2E430,Need,0,0,,
"Pirates of Maracaibo: Shipbuilders",1,1-4,"30-120 min",12,"Ryan Hendrickson, Alexander Pfister","dlp games",3,3C115,Need,0,0,19,
"Pirates of the High Teas",0,1-4,"30-45 min",10,"Emily Vincent","Pink Hawk Games",,,Need,0,0,45,
"Pixie Time",0,2-6,"15 min",8,"Luca Bellini, Luca Borsa, Carlo Emanuele Lanzavecchia, Walter Obert",HABA,8,8A300,Need,0,0,16,
"Pixie Time: Promo Tile ""Sticky Slime""",1,2-6,"15 min",8,"Luca Bellini, Luca Borsa, Carlo Emanuele Lanzavecchia, Walter Obert",HABA,8,8A300,Need,0,0,,
"Pixies: Kleine Riesen",1,2-6,"30 min",8,"Johannes Goupy","Pegasus Spiele",3,3M120,Need,0,0,7,
"Pixies: Little Giants",1,2-6,"30 min",8,"Johannes Goupy","Pegasus Spiele",3,3M120,Need,0,0,6,
"Pixies: Little Giants",1,2-6,"30 min",8,"Johannes Goupy","Pegasus Spiele",3,3M120,Need,0,0,5,
"Plaidoirie: La Trilogie Noire",0,2-6,"90 min",14,"Robin Hegedűs, Tünde Máté","Mindclash Games",3,3G115,Need,0,0,35,
"Planet Bee",0,2-4,"30 min",10,"Simone Luciani, Andrea Mainini","Cranio Creations",3,3T400,Need,0,0,,
"Planet Pioneer Meteora",0,2-6,"10-30 min",6,"荒尾 俊樹 (Toshiki Arao)","Arclight Games",5,5M400,Need,0,0,20,
"Player 12",0,2-4,"15 min",8,"Rafael Prado",Ludicatessen,2,2C500,Need,0,0,22,
Pleesheez,0,2-4,,8,"Sandro Blasich",Snovid,2,2D120,Need,0,0,12,
"Plotters, Inc.",0,4-6,"60 min",10,"Klaus Palesch",Playte,6,6D405,Need,0,0,14,
"Pocket Pisa",0,2-4,"20 min",8,"Christoph Cantzler, Anja Wrede","Zoch Verlag",,,Need,0,0,14,
"Pop Art",0,1-8,"20 min",8,"Jeff Chin, Andrew Nerger","Road To Infamy Games (R2i Games)",,,Need,0,0,25,
"Ports of Call: The Board Game",0,2-4,"90-240 min",15,"Keld V. Rasmussen","Game Inventors",2,2E121,Need,0,0,,
Portus,0,1-4,"100-120 min",14,"Totsuca Chuo","Skellig Games",3,3C300,Need,0,0,79,
Posers,0,4-8,"10-15 min",8,"Patrik Chleboun, Jan Soukal, Alan Wallat",Boardcubator,4,4C120,Need,0,0,,
Positano,0,1-4,"20-45 min",10,"Jeff Grisenthwaite","Pegasus Spiele",3,3M120,Need,0,0,40,
"Possums in a Trench Coat",0,3-8,"30-45 min",14,"Christopher Ryan Chan","Indie Boards & Cards",3,3T300,Need,0,0,20,
"Potemkin Villages",0,2-4,"15-30 min",12,"Petr Čáslava",HUCH!,,,Need,0,0,16,
"Potemkinsche D�rfer",0,2-4,"15-30 min",12,"Petr Čáslava",HUCH!,,,Need,0,0,19,
"Pow Mau",0,2-5,"20 min",10,"Thade Precht",HABA,8,8A300,Need,0,0,11,
"Power Vacuum",0,1-5,"30-45 min",8,"Kaleb Wentzel-Fisher","25th Century Games",6,6B201,Need,0,0,30,
"Power Vacuum",0,1-5,"30-45 min",8,"Kaleb Wentzel-Fisher","25th Century Games",6,6B201,Need,0,0,35,
PowerPunch!,0,2,"20-40 min",8,"Roberto Panetta, Eric Speed","Rock, Stone & Dice Games",4,4A415,Need,0,0,,
PowerPunch!,0,2,"20-40 min",8,"Roberto Panetta, Eric Speed","Rock, Stone & Dice Games",4,4A415,Need,0,0,,
"Prag im Verborgenen",0,1-4,"120 min",14,"Jindřich Pavlásek, Michal Peichl, Petr Vojtěch",Albi,4,4D400,Need,0,0,55,
"Prague Unseen",0,1-4,"120 min",14,"Jindřich Pavlásek, Michal Peichl, Petr Vojtěch",Albi,4,4D400,Need,0,0,52,
"President Maker",0,2-4,"30-45 min",14,"Bonghwan Ju","Pluto Games",6,6D405,Need,0,0,25,
Pressed,0,2-5,"20-40 min",12,"Tony Tran","Play to Z",2,2B620,Need,0,0,20,
Prestige,0,2-4,"90-180 min",12,"Stefan Kretschmann","Skellig Games",3,3C300,Need,0,0,70,
Prestige,0,2-4,"90-180 min",12,"Stefan Kretschmann","Skellig Games",3,3C300,Need,0,0,70,
"Professor Boom",0,2-4,"20-40 min",8,"Reiner Knizia","Game Factory",6,6B110,Need,0,0,29,
"Propuh II: The Bevanda of Judgement",0,2-4,"10-15 min",14,"Damir Debanic",InterHuman,3,3C411,Need,0,0,,
PuffiNova,0,1-5,"30-90 min",8,"Juhana Keskinen, Vilma Vihervaara","Tie Games",6,6D109,Need,0,0,35,
"PuffiNova: Cosmic Upgrades",1,2-5,"30-90 min",8,"Juhana Keskinen, Vilma Vihervaara","Tie Games",6,6D109,Need,0,0,5,
"Punica: Rome vs Carthage",0,2,"20 min",14,"Mariusz Rosik",PHALANX,3,3L500,Need,0,0,20,
Purrramid,0,2-4,"30 min",8,"Reiner Knizia","Lucky Duck Games",6,6B401,Need,0,0,30,
Qomet,0,2,"15 min",8,"Fabrice Puleo",Gigamic,6,6K300,Need,0,0,38,
"Quartermaster General: West Front",0,2,"90 min",13,"Ian Brody","Ares Games",3,3A115,Need,0,0,65,
Quashars,0,3-4,"40 min",7,"新澤 大樹 (Taiki Shinzawa)",Korokorodou,5,5M310,Need,0,0,15,
Qu�bec,0,2-5,"75 min",13,"Philippe Beaudoin, Pierre Poissant-Marquis",Spielworxx,3,3B300,Need,0,0,55,
"Queen Alice",0,1-4,"30-120 min",14,"Héctor Carrión Benavent, David Heras Pino","Combo Games (II)",3,3U120,Need,0,0,69,
"Queen of Spies",0,1,"20-60 min",10,"Liz Davidson, David Thompson (I)","Salt & Pepper Games",3,3A400,Need,0,0,35,
"Quest Inc.",0,2-5,"40-75 min",14,"Thiago Leite",Mirakulus,2,2E440,Need,0,0,,
Questline,0,1-6,"15 min",14,"Marc-André Lavoie, Martin Lavoie","Thunderworks Games",4,4G500,Need,0,0,20,
Ra,0,2-5,"45-60 min",12,"Reiner Knizia","DiceTree Games",3,3U100,Need,0,0,50,
"Ra: The Dice Game",0,2-4,"45 min",10,"Reiner Knizia","25th Century Games",6,6B201,Need,0,0,30,
"Ra: Traders",1,2-5,"30-60 min",12,"Reiner Knizia","DiceTree Games",3,3U100,Need,0,0,20,
Raas,0,1-6,"30-90 min",14,"Mihir Shah, Shaleen Harlalka","Pegasus Spiele",3,3M120,Need,0,0,50,
"Radlands: Cult of Chrome",1,2,"20-40 min",14,"Daniel Piechnick",Grimspire,2,2E440,Need,0,0,16,
"Radlands: Cult of Chrome",1,2,"20-40 min",14,"Daniel Piechnick",Grimspire,2,2E440,Need,0,0,22,
"Railway Boom",0,2-4,"60-120 min",14,"Hisashi Hayashi, Simone Luciani","Strohmann Games",,"3 T-600",Need,0,0,45,
"Railway Porters",0,2-4,"30 min",10,Saashi,"Saashi & Saashi",6,6C300,Need,0,0,,
"Railways of the Lost Atlas",0,1-5,"60-300 min",10,"Kevin Delger, Jacob Schacht","Asterisk Games",2,2A620,Need,0,0,90,
"Railways of the Lost Atlas: Landmarks of the Lost Atlas",1,1-7,"60-300 min",14,"Kevin Delger, Jacob Schacht","Asterisk Games",2,2A620,Need,0,0,45,
Raindrops,0,2-4,"45 min",10,"Fernando Cunha","DV Games",3,3P500,Need,0,0,30,
"Rank my Denk!",0,2-8,"20-30 min",10,"Inka Brand, Markus Brand, Lukas Setzke, Verena Wiechens","Noctis Verlag",3,3E300,Need,0,0,20,
Rattlesnake,0,2,"15 min",14,"Michael Hardacre","Osprey Games",3,3M600,Need,0,0,15,
"Reactor Rescue",0,1-4,"45-120 min",10,"Fiona Shehu Lohaj, Arta Shehu Zaimi",Labbox,,,Need,0,0,99,
"Reactor Rescue",0,1-4,"45-120 min",10,"Fiona Shehu Lohaj, Arta Shehu Zaimi",Labbox,,,Need,0,0,99,
"Realms of Destiny",0,2-6,"30 min",10,"Olivier Flament","Nice Game Publishing",6,6D320,Need,0,0,22,
